pump_combination                                                                                  , target_q, prevalence, power , pump      , speed , q  , pump_power
"{""grundfos_1"": 2711.0}"                                                                        ,      212,      64.03,  50.73, grundfos_1, 2711.0, 212,      50.73
"{""grundfos_1"": 2400.0}"                                                                        ,      109,      64.02,  29.8 , grundfos_1, 2400.0, 109,      29.8
"{""grundfos_1"": 2690.0}"                                                                        ,      207,      64.0 ,  49.45, grundfos_1, 2690.0, 207,      49.45
"{""grundfos_1"": 2478.0}"                                                                        ,      144,      64.04,  36.04, grundfos_1, 2478.0, 144,      36.04
"{""grundfos_1"": 2817.0}"                                                                        ,      236,      64.05,  57.22, grundfos_1, 2817.0, 236,      57.22
"{""grundfos_1"": 2624.0}"                                                                        ,      190,      64.01,  45.44, grundfos_1, 2624.0, 190,      45.44
"{""grundfos_1"": 2500.0}"                                                                        ,      152,      64.05,  37.56, grundfos_1, 2500.0, 152,      37.56
"{""grundfos_1"": 2678.0}"                                                                        ,      204,      64.01,  48.72, grundfos_1, 2678.0, 204,      48.72
"{""grundfos_1"": 2969.0}"                                                                        ,      267,      64.07,  66.77, grundfos_1, 2969.0, 267,      66.77
"{""grundfos_3"": 2324.0}"                                                                        ,       45,      64.02,  20.22, grundfos_3, 2324.0,  45,      20.22
"{""grundfos_1"": 2379.0}"                                                                        ,       96,      64.04,  27.64, grundfos_1, 2379.0,  96,      27.64
"{""grundfos_1"": 2741.0}"                                                                        ,      219,      64.05,  52.55, grundfos_1, 2741.0, 219,      52.55
"{""grundfos_1"": 2558.0}"                                                                        ,      171,      64.04,  41.34, grundfos_1, 2558.0, 171,      41.34
"{""grundfos_1"": 2359.0}"                                                                        ,       82,      64.0 ,  25.37, grundfos_1, 2359.0,  82,      25.37
"{""grundfos_1"": 2473.0}"                                                                        ,      142,      64.05,  35.68, grundfos_1, 2473.0, 142,      35.68
"{""grundfos_1"": 2520.0}"                                                                        ,      159,      64.02,  38.9 , grundfos_1, 2520.0, 159,      38.9
"{""grundfos_1"": 2357.0}"                                                                        ,       80,      64.02,  25.07, grundfos_1, 2357.0,  80,      25.07
"{""grundfos_1"": 2390.0}"                                                                        ,      103,      64.04,  28.8 , grundfos_1, 2390.0, 103,      28.8
"{""grundfos_1"": 2470.0}"                                                                        ,      141,      64.03,  35.48, grundfos_1, 2470.0, 141,      35.48
"{""grundfos_1"": 2854.0}"                                                                        ,      244,      64.01,  59.51, grundfos_1, 2854.0, 244,      59.51
"{""grundfos_1"": 2771.0}"                                                                        ,      226,      64.0 ,  54.39, grundfos_1, 2771.0, 226,      54.39
"{""grundfos_1"": 2542.0}"                                                                        ,      166,      64.05,  40.32, grundfos_1, 2542.0, 166,      40.32
"{""grundfos_1"": 2349.0}"                                                                        ,       73,      64.02,  24.01, grundfos_1, 2349.0,  73,      24.01
"{""grundfos_1"": 2628.0}"                                                                        ,      191,      64.03,  45.68, grundfos_1, 2628.0, 191,      45.68
"{""grundfos_1"": 2695.0}"                                                                        ,      208,      64.06,  49.75, grundfos_1, 2695.0, 208,      49.75
"{""grundfos_1"": 2571.0}"                                                                        ,      175,      64.02,  42.16, grundfos_1, 2571.0, 175,      42.16
"{""grundfos_3"": 2299.0}"                                                                        ,       10,      64.05,  16.9 , grundfos_3, 2299.0,  10,      16.9
"{""grundfos_1"": 2728.0}"                                                                        ,      216,      64.04,  51.76, grundfos_1, 2728.0, 216,      51.76
"{""grundfos_1"": 2617.0}"                                                                        ,      188,      64.03,  45.0 , grundfos_1, 2617.0, 188,      45.0
"{""grundfos_1"": 2903.0}"                                                                        ,      254,      64.04,  62.58, grundfos_1, 2903.0, 254,      62.58
"{""grundfos_1"": 2539.0}"                                                                        ,      165,      64.06,  40.12, grundfos_1, 2539.0, 165,      40.12
"{""grundfos_3"": 2330.0}"                                                                        ,       52,      64.05,  21.09, grundfos_3, 2330.0,  52,      21.09
"{""grundfos_1"": 2803.0}"                                                                        ,      233,      64.04,  56.35, grundfos_1, 2803.0, 233,      56.35
"{""grundfos_1"": 2415.0}"                                                                        ,      117,      64.01,  31.17, grundfos_1, 2415.0, 117,      31.17
"{""grundfos_1"": 2409.0}"                                                                        ,      114,      64.0 ,  30.65, grundfos_1, 2409.0, 114,      30.65
"{""grundfos_3"": 2310.0}"                                                                        ,       25,      64.04,  18.13, grundfos_3, 2310.0,  25,      18.13
"{""grundfos_1"": 2532.0}"                                                                        ,      163,      64.01,  39.69, grundfos_1, 2532.0, 163,      39.69
"{""grundfos_1"": 2529.0}"                                                                        ,      162,      64.01,  39.49, grundfos_1, 2529.0, 162,      39.49
"{""grundfos_1"": 2361.0}"                                                                        ,       83,      64.04,  25.55, grundfos_1, 2361.0,  83,      25.55
"{""grundfos_1"": 2749.0}"                                                                        ,      221,      64.0 ,  53.04, grundfos_1, 2749.0, 221,      53.04
"{""grundfos_1"": 2428.0}"                                                                        ,      123,      64.04,  32.24, grundfos_1, 2428.0, 123,      32.24
"{""grundfos_1"": 2840.0}"                                                                        ,      241,      64.02,  58.64, grundfos_1, 2840.0, 241,      58.64
